university,total_score_arwu,world_rank_cat_arwu,world_rank_arwu,national_rank_arwu,n_s_arwu,hi_ci_arwu,alumni_arwu,award_arwu,pub_arwu,pcp_arwu,national_rank_kaggle,tuition_kaggle,enrollment_kaggle,city.x,state_natlib,international_students_natlib,type3_natlib,city.y,state_opendoors,international_students_opendoors,size_qs,type1_qs,city.x.x,score_qs,world_rank_qs,research_output_qs,faculty_count_qs,stu_facl_ratio_qs,international_students_qs,state,selectivity,state_top120enrollment,type1_top120enrollment,type2_top120enrollment,enrollment_top120enrollment,city.y.y,state_carnegie,basic2021_carnegie,sizeset2021_carnegie,control_carnegie,enrprofile2021_carnegie,locale_carnegie
"University of California, Berkeley",68.3,5,5,4,67.8,61.3,65.6,78.4,65.1,58.2,NA,NA,NA,Berkeley,CA,0.13,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,42327,NA,NA,NA,NA,NA,NA,NA
"University of California, San Francisco",41.9,21,21,17,50.9,35.8,0,39.4,63.2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Case Western Reserve University,NA,101-150,101,47-58,15.8,19.2,32.5,10.7,40.5,24.7,44,54020,5433,Cleveland,OH,0.13,National,NA,NA,NA,M,Private,Cleveland,48.2,161,Very High,1639,7,2864,OH,1,NA,NA,NA,NA,Cleveland,OH,15,17,2,6,11
University of Hawaii at Manoa,NA,201-300,201,70-95,20.8,19.2,0,0,35.9,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Honolulu,HI,15,16,1,4,11
"University of Maryland, Baltimore",NA,201-300,201,70-95,12.4,16.6,0,0,38.8,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baltimore,MD,27,13,1,6,11
City University of New York City College,NA,401-500,401,118-139,10.4,0,30.9,0,16.5,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayo Medical School,27.3,81,81,39,13.8,50.7,0,0,51.3,35.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The University of Georgia,NA,201-300,201,70-95,17.6,13.5,0,0,44.8,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,Athens,NA,541-550,Very High,2406,15,1879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Oregon,NA,301-400,301,96-117,11.6,9.6,8.8,0,28.4,18.2,101,39308,18045,Eugene,OR,0.09,National,NA,NA,NA,L,Public,Eugene,NA,651-700,Very High,1583,13,1740,NA,NA,NA,NA,NA,NA,Eugene,OR,15,16,1,4,12
University of New Hampshire - Durham,NA,401-500,401,118-139,11.5,13.5,0,0,23.1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rice University,27.9,70,70,34,19.7,35.8,16.1,21.4,32.4,38.6,18,52895,4076,Houston,TX,0.12,National,NA,NA,NA,M,Private,Houston,62.3,94,Very High,996,7,2278,TX,1,NA,NA,NA,NA,Houston,TX,15,14,2,5,11
"Rutgers, The State University of New Jersey - New Brunswick",NA,101-150,101,47-58,25.3,21.4,10.2,18.6,43.8,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Tennessee - Knoxville,NA,201-300,201,70-95,13.9,13.5,10.2,0,42.9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northwestern University,39.9,25,25,18,33.3,48.8,15.2,27.6,62.2,31.7,12,60984,8194,Evanston,IL,0.1,National,NA,NA,NA,L,Private,Evanston,82.8,30,Very High,3652,5,3846,IL,1,NA,NA,NA,NA,Evanston,IL,15,16,2,6,13
Michigan State University,NA,101-150,101,47-58,22,21.4,8.8,0,54.8,19.3,88,39766,38491,East Lansing,MI,0.06,National,East Lansing,MI,5280,XL,Public,East Lansing,49.7,157,Very High,3008,15,5795,NA,NA,MI,Public,4-year,49695,East Lansing,MI,15,16,1,4,13
University of Massachusetts Amherst,NA,151-200,151,59-69,15.7,25.3,13.4,0,38.5,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,Public,Amherst,38.8,246,Very High,1852,14,3696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Virginia Polytechnic Institute and State University,NA,201-300,201,70-95,12.2,9.6,11.4,0,43.9,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,Blacksburg,31.6,346,Very High,2802,12,4477,VA,3,VA,Public,4-year,37024,Blacksburg,VA,15,16,1,4,13
The University of Texas at Dallas,NA,301-400,301,96-117,10.4,9.6,13.4,0,29.3,22.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,3,TX,Public,4-year,28669,Richardson,TX,15,16,1,4,12
Brigham Young University,NA,401-500,401,118-139,8.3,9.6,8.8,0,27.5,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Private,Provo,NA,1001-1200,Very High,1512,21,1163,NA,NA,UT,PrivNp,4-year,36461,Provo,UT,16,15,2,3,12
"University of Pittsburgh, Pittsburgh Campus",26.9,90,90,42,18.1,33.2,18.3,0,62,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PA,Public,4-year,32277,NA,NA,NA,NA,NA,NA,NA
Iowa State University,NA,201-300,201,70-95,9.1,23.5,0,0,42,20.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,Public,Ames,24.1,494,Very High,1656,17,2441,NA,NA,IA,Public,4-year,31822,Ames,IA,15,16,1,4,13
University of Connecticut,NA,301-400,301,96-117,12.5,0,11.4,0,37.8,14.5,66,41192,18917,Storrs,CT,0.08,National,NA,NA,NA,L,Public,Storrs,29.6,373,Very High,1328,19,3765,CT,3,NA,NA,NA,NA,Storrs,CT,15,17,1,5,21
Yeshiva University,NA,301-400,301,96-117,23.6,0,0,0,32.2,22.6,74,47500,2017,New York,NY,0.09,National,NA,NA,NA,S,Private,New York City,38.4,252,Very High,471,10,467,NA,NA,NA,NA,NA,NA,New York,NY,17,14,2,5,11
"University of California, Riverside",NA,151-200,151,59-69,16.7,27.1,12.4,0,35.5,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,L,Public,Riverside,27.9,403,Very High,1497,17,2034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Missouri - Columbia,NA,201-300,201,70-95,11,13.5,8.8,0,39.6,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Temple University,NA,301-400,301,96-117,11,9.6,0,0,37.3,13.3,110,34801,27306,NA,NA,NA,NA,NA,NA,NA,XL,Public,Philadelphia,NA,751-800,Very High,2767,12,2097,NA,NA,PA,Public,4-year,37236,Philadelphia,PA,15,15,1,4,11
University of South Carolina - Columbia,NA,301-400,301,96-117,9.4,9.6,0,0,37.4,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brown University,NA,101-150,101,47-58,20.5,9.6,14.4,19.7,46.1,33,14,62404,6792,Providence,RI,0.11,National,NA,NA,NA,M,Private,Providence,71.3,60,Very High,1389,7,2002,RI,1,NA,NA,NA,NA,Providence,RI,15,14,2,5,12
Oregon Health and Science University,NA,151-200,151,59-69,24.3,16.6,0,0,37.2,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Virginia,NA,151-200,151,59-69,24.6,19.2,0,0,46.1,19.1,26,53666,17311,NA,NA,NA,NA,NA,NA,NA,L,Public,Charlottesville,40.3,226,Very High,2731,8,2201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Illinois at Chicago,NA,201-300,201,70-95,13,13.5,0,0,45.5,18.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Kentucky,NA,301-400,301,96-117,12.1,0,10.2,0,41.8,17.7,134,31608,22227,NA,NA,NA,NA,NA,NA,NA,L,Public,Lexington,NA,651-700,Very High,2239,12,1294,NA,NA,KY,Public,4-year,29986,Lexington,KY,15,16,1,4,11
Washington University in St. Louis,42.1,20,20,16,42.3,55,22.7,24.6,53.8,38.6,16,58866,7653,St. Louis,MO,0.07,National,NA,NA,NA,L,Private,St. Louis,58,107,Very High,3193,5,3535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of Minnesota, Twin Cities",35.9,37,37,25,31.2,34.5,29.2,16.1,67.5,23.7,NA,NA,NA,Minneapolis,MN,0.06,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MN,Public,4-year,52017,NA,NA,NA,NA,NA,NA,NA
University of Miami,NA,201-300,201,70-95,13.6,16.6,0,0,42,20.7,58,54760,11334,Coral Gables,FL,0.11,National,NA,NA,NA,L,Private,Miami,33.7,311,Very High,2565,6,2646,FL,1,NA,NA,NA,NA,Coral Gables,FL,15,16,2,5,13
Oklahoma State University,NA,401-500,401,118-139,4.9,9.6,0,0,30.2,16.6,187,24539,20307,NA,NA,NA,NA,NA,NA,NA,L,Public,Stillwater,NA,801-1000,High,1484,14,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"University of California, San Diego",47.8,15,15,13,53,53.3,19,35.1,65.4,35.9,NA,NA,NA,La Jolla,CA,0.16,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,Public,4-year,39576,NA,NA,NA,NA,NA,NA,NA
Rush University,NA,401-500,401,118-139,3.6,16.6,0,0,26.9,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chicago,IL,25,9,2,6,11
University of South Florida,NA,201-300,201,70-95,9.5,16.6,0,0,39.2,18.2,115,17324,38579,Tampa,FL,0.07,National,Tampa,FL,5974,XL,Public,Tampa,NA,581-590,Very High,2171,18,5211,FL,4,FL,Public,4-year,50626,Tampa,FL,15,15,1,4,11
Washington State University,NA,301-400,301,96-117,8.5,9.6,0,0,33.1,18.2,186,27733,25470,NA,NA,NA,NA,NA,NA,NA,L,Public,Pullman,27,427,Very High,1935,14,1731,NA,NA,WA,Public,4-year,31159,Pullman,WA,15,16,1,4,32
University of Montana - Missoula,NA,401-500,401,118-139,9.3,13.5,5.1,0,17.9,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Texas A&M University,NA,151-200,151,59-69,16.6,21.4,0,0,55.1,18.7,71,40087,55568,NA,NA,NA,NA,NA,NA,NA,XL,Public,College Station,47.6,168,Very High,3049,21,6621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stony Brook University,NA,301-400,301,96-117,21,0,0,0,38.7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,3,NA,NA,NA,NA,Stony Brook,NY,15,17,1,5,21
The University of Texas Health Science Center at San Antonio,NA,301-400,301,96-117,7.7,21.4,0,0,24.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Antonio,TX,27,12,1,6,11
University of Vermont,NA,301-400,301,96-117,10.3,9.6,13.4,0,27.7,15.7,121,43890,11136,NA,NA,NA,NA,NA,NA,NA,L,Public,Burlington,NA,651-700,High,1485,8,546,NA,NA,NA,NA,NA,NA,Burlington,VT,16,17,1,4,13
University of Wisconsin - Madison,38.9,28,28,21,32.3,30.3,32.5,34.3,65,24.3,NA,NA,NA,NA,NA,NA,NA,Madison,WI,7139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carnegie Mellon University,26.8,91,91,43,12.3,21.4,31.3,31.2,35.6,30.1,25,58924,7073,Pittsburgh,PA,0.22,National,Pittsburgh,PA,7396,L,Private,Pittsburgh,74.6,53,Very High,1534,9,5739,PA,1,NA,NA,NA,NA,Pittsburgh,PA,15,17,2,5,11
Boston College,NA,301-400,301,96-117,16.8,13.5,0,0,23.5,17.8,36,61706,9445,NA,NA,NA,NA,NA,NA,NA,L,Private,Newton,24.1,494,Very High,1048,13,1471,MA,1,NA,NA,NA,NA,Chestnut Hill,MA,15,17,2,5,13
Princeton University,61,6,6,5,47.1,44.9,55.8,97.9,44.2,73.3,1,56010,4773,Princeton,NJ,0.12,National,NA,NA,NA,M,Private,Princeton,88.6,20,Very High,1050,8,1912,NJ,1,NA,NA,NA,NA,Princeton,NJ,15,14,2,5,13
University of Pennsylvania,46.4,16,16,14,41.7,46.9,31.3,33.4,69.7,39.7,8,61710,9872,Philadelphia,PA,0.13,National,Philadelphia,PA,6562,L,Private,Philadelphia,90.7,13,Very High,5154,4,4636,PA,1,NA,NA,NA,NA,Philadelphia,PA,15,17,2,6,11
University of Southern California,30.8,60,60,33,20.4,31.8,0,31.3,55.1,24.6,27,60275,19606,Los Angeles,CA,0.12,National,Los Angeles,CA,14992,XL,Private,Los Angeles,57,112,Very High,3116,10,9107,CA,1,CA,PrivNp,4-year,46287,Los Angeles,CA,15,16,2,6,11
Columbia University,58.2,8,8,6,56.4,41.8,62.8,67.2,71.5,33.7,2,63530,6170,NA,NA,NA,NA,New York,NY,15015,L,Private,New York City,88.7,19,Very High,7087,4,11252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johns Hopkins University,45.4,18,18,15,43.4,37.1,37.3,33.2,75.7,28.7,11,58720,6331,Baltimore,MD,0.14,National,Baltimore,MD,6723,L,Private,Baltimore,85.9,25,Very High,4855,3,5070,MD,1,MD,PrivNp,4-year,28890,Baltimore,MD,15,16,2,6,11
The Ohio State University - Columbus,26.4,94,94,44,21.3,27.1,12.4,0,65.3,18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baylor College of Medicine,NA,101-150,101,47-58,30.1,23.5,0,0,44.5,19.1,NA,NA,NA,NA,NA,NA,NA,Houston,TX,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Houston,TX,27,18,2,7,11
Indiana University Bloomington,NA,101-150,101,47-58,18.6,13.5,10.2,21.3,40.3,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,Bloomington,33.7,311,Very High,3837,11,3722,IN,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Iowa,NA,151-200,151,59-69,14.8,19.2,0,0,46.9,17.8,92,31569,22304,NA,NA,NA,NA,NA,NA,NA,L,Public,Iowa City,25.7,455,Very High,2924,10,2049,NA,NA,IA,Public,4-year,30318,Iowa City,IA,15,16,1,4,13
The University of Texas Medical Branch at Galveston,NA,401-500,401,118-139,10.1,9.6,0,0,23.7,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galveston,TX,27,10,1,6,31
University at Albany (State University of New York),NA,401-500,401,118-139,8.5,9.6,0,0,27.3,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New York University,37.2,32,32,24,39.5,25.3,29.6,31.5,60.6,20.8,28,56500,27444,New York,NY,0.24,National,New York,NY,17050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NY,1,NY,PrivNp,4-year,52775,New York,NY,15,16,2,5,11
Dartmouth College,NA,201-300,201,70-95,13.4,16.6,17.6,0,26.7,22.2,13,60870,4170,Hanover,NH,0.12,National,NA,NA,NA,M,Private,Hanover,45.1,191,Very High,836,8,997,NH,1,NA,NA,NA,NA,Hanover,NH,15,14,2,5,33
University of Alabama at Birmingham,NA,201-300,201,70-95,9.2,16.6,0,0,43.4,15.9,158,25380,13878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Birmingham,AL,15,15,1,5,12
Thomas Jefferson University,NA,401-500,401,118-139,4.5,9.6,0,0,28.4,28.4,156,41715,3783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philadelphia,PA,16,14,2,5,11
Wayne State University,NA,401-500,401,118-139,5.4,9.6,0,0,36.6,15.3,261,32727,17513,NA,NA,NA,NA,NA,NA,NA,L,Public,Detroit,NA,511-520,Very High,2699,8,1278,NA,NA,NA,NA,NA,NA,Detroit,MI,15,15,1,5,11
Arizona State University,NA,101-150,101,47-58,21.9,16.6,0,19.7,47.1,22.9,117,29438,63124,Tempe,AZ,0.06,National,NA,NA,NA,XL,Public,Phoenix,41.8,216,Very High,2869,17,8430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Georgetown University,NA,201-300,201,70-95,6,27.1,0,0,33,23.8,23,59957,7357,Washington,DC,0.14,National,NA,NA,NA,L,Private,Washington D.C.,38.7,248,Very High,2009,8,3286,DC,1,NA,NA,NA,NA,Washington,DC,15,17,2,6,11
The University of Texas Health Science Center at Houston,NA,301-400,301,96-117,13.6,0,0,15.2,34.4,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Houston,TX,27,12,1,6,11
"University at Buffalo, the State University of New York",NA,301-400,301,96-117,11.2,9.6,0,0,39.3,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kansas State University,NA,401-500,401,118-139,12.3,0,0,0,31.4,17.7,165,26342,16257,NA,NA,NA,NA,NA,NA,NA,L,Public,Manhattan,NA,801-1000,Very High,1371,14,1481,NA,NA,NA,NA,NA,NA,Manhattan,KS,15,16,1,4,13
University of Wisconsin-Milwaukee,NA,401-500,401,118-139,9.7,9.6,10.2,0,25.6,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Milwaukee,WI,15,15,1,4,11
University of Wyoming,NA,401-500,401,118-139,11.3,9.6,0,0,24.1,17.9,201,20647,9342,NA,NA,NA,NA,NA,NA,NA,M,Public,Laramie,NA,801-1000,Very High,904,12,564,NA,NA,NA,NA,NA,NA,Laramie,WY,16,16,1,4,33
Utah State University,NA,401-500,401,118-139,8.4,9.6,13.4,0,26.4,16.8,260,23434,24647,NA,NA,NA,NA,NA,NA,NA,L,Public,Logan,NA,1001-1200,Very High,1053,19,331,NA,NA,UT,Public,4-year,27691,Logan,UT,15,15,1,3,13
Pennsylvania State University - University Park,27.7,74,74,37,28.7,34.5,10.2,0,55.1,24.6,NA,NA,NA,NA,NA,NA,NA,University Park,PA,8267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oregon State University,NA,151-200,151,59-69,21.9,19.2,10.2,0,38.8,23.8,167,32288,26644,NA,NA,NA,NA,NA,NA,NA,L,Public,Corvallis,NA,531-540,Very High,2147,12,2769,NA,NA,OR,Public,4-year,32312,Corvallis,OR,15,15,1,4,13
University of Colorado at Denver,NA,201-300,201,70-95,14.4,23.5,0,0,32.3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The University of New Mexico - Albuquerque,NA,301-400,301,96-117,16.4,9.6,0,0,34.8,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kent State University,NA,401-500,401,118-139,9.3,13.5,0,0,24,15.6,216,20800,21621,NA,NA,NA,NA,NA,NA,NA,L,Public,Kent,NA,1001-1200,Very High,1252,19,1465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanford University,75.6,2,2,2,78.6,76.6,44.5,88.5,76.5,56,6,56169,6366,Stanford,CA,0.11,National,NA,NA,NA,L,Private,Stanford,98.7,3,Very High,4725,3,3879,CA,1,NA,NA,NA,NA,Stanford,CA,15,17,2,6,21
University of Chicago,55.5,10,10,8,42.5,35.8,59.2,90.1,52,44.2,7,60963,6989,Chicago,IL,0.16,National,NA,NA,NA,L,Private,Chicago,94.5,10,Very High,2703,6,4696,IL,1,NA,NA,NA,NA,Chicago,IL,15,17,2,6,11
The University of Texas at Austin,35.6,40,40,27,36.4,38.3,20.9,16.1,58.6,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TX,3,TX,Public,4-year,50476,Austin,TX,15,15,1,4,11
Purdue University - West Lafayette,27.9,70,70,34,23.1,19.2,13.4,22.8,53.2,23.7,NA,NA,NA,NA,NA,NA,NA,West Lafayette,IN,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Arizona,NA,101-150,101,47-58,27.2,23.5,14.4,0,50.3,23.5,111,34667,36503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AZ,Public,4-year,45601,Tucson,AZ,15,15,1,4,11
Tufts University,NA,151-200,151,59-69,12.5,16.6,18.3,16.1,35.6,25.1,29,63000,6114,Medford,MA,0.11,National,NA,NA,NA,M,Private,Medford,36.5,275,Very High,1459,8,1798,MA,1,NA,NA,NA,NA,Medford,MA,15,17,2,5,21
The George Washington University,NA,201-300,201,70-95,10.9,9.6,11.4,0,37.9,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Kansas,NA,201-300,201,70-95,11.2,13.5,17.6,0,41.9,16.3,125,28034,19135,NA,NA,NA,NA,NA,NA,NA,L,Public,Lawrence,28.8,387,Very High,3357,7,2014,NA,NA,NA,NA,NA,NA,Lawrence,KS,15,16,1,5,13
University of Michigan-Ann Arbor,39.4,27,27,20,41,41.8,34.1,0,80.8,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XL,Public,Ann Arbor,86.2,23,Very High,7132,6,7341,MI,2,NA,NA,NA,NA,Ann Arbor,MI,15,16,1,5,12
"University of California, Davis",25.9,96,96,45,30.5,25.3,0,0,59.3,23.6,NA,NA,NA,Davis,CA,0.16,National,NA,NA,NA,XL,Public,Davis,57.9,108,Very High,3420,10,8414,NA,NA,CA,Public,4-year,39074,NA,NA,NA,NA,NA,NA,NA
Colorado State University,NA,201-300,201,70-95,16.9,9.6,0,0,38.9,19.5,148,31540,25186,NA,NA,NA,NA,NA,NA,NA,L,Public,Fort Collins,26.8,431,Very High,3115,8,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indiana University-Purdue University at Indianapolis,NA,301-400,301,96-117,12.9,9.6,0,0,40,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of North Texas,NA,301-400,301,96-117,4.6,19.2,0,0,27.8,19,287,24234,32694,Denton,TX,0.05,National,NA,NA,NA,XL,Public,Denton,NA,1001-1200,High,1395,23,2420,NA,NA,TX,Public,4-year,40953,Denton,TX,15,15,1,4,12
Emory University,NA,101-150,101,47-58,25.3,19.2,0,0,54.8,21.8,21,55468,7010,Atlanta,GA,0.17,National,NA,NA,NA,L,Private,Atlanta,48.6,160,Very High,2725,5,2264,GA,1,NA,NA,NA,NA,Atlanta,GA,15,17,2,5,11
Virginia Commonwealth University,NA,201-300,201,70-95,5.7,16.6,10.2,13.9,36.9,15.5,178,35676,21943,NA,NA,NA,NA,NA,NA,NA,L,Public,Richmond,NA,701-750,Very High,2771,9,995,NA,NA,VA,Public,4-year,29070,Richmond,VA,15,16,1,4,12
California Institute of Technology,57.4,9,9,7,57.6,34.5,53.5,67.5,45,100,9,58680,901,Pasadena,CA,0.08,National,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,1,NA,NA,NA,NA,Pasadena,CA,15,11,2,6,12
Cornell University,50.7,12,12,10,47.3,46.9,43.1,49.1,61.6,43.4,17,61015,14743,Ithaca,NY,0.1,National,Ithaca,NY,6692,L,Private,Ithaca,88.3,21,Very High,2843,8,5675,NY,1,NA,NA,NA,NA,Ithaca,NY,15,16,2,5,13
University of Colorado at Boulder,35.7,38,38,26,37.4,31.8,12.4,33.6,48.5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mississippi State University,NA,401-500,401,118-139,5.1,13.5,0,0,25,15.9,198,24900,18803,NA,NA,NA,NA,NA,NA,NA,L,Public,Starkville,NA,1001-1200,Very High,1103,18,730,NA,NA,NA,NA,NA,NA,Mississippi State,MS,15,16,1,4,33
Saint Louis University,NA,401-500,401,118-139,5.5,9.6,0,11.4,26.5,13.4,109,48824,7357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,4,NA,NA,NA,NA,Saint Louis,MO,16,17,2,5,11
University of Washington,50,14,14,12,49.1,54.2,24.9,37.4,75.9,31.4,62,39906,35582,Seattle,WA,0.14,National,Seattle,WA,8777,XL,Public,Seattle,65,85,Very High,2796,15,7362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
